id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6896591,Apartment in the Heart of Montreal P0102,13826429,Maya,,Mont-Royal,45.51673,-73.65594,Entire home/apt,67,32,4,6/9/22,0.04,16,365,0,
6901263,Grande maison avec cour et terrasse,25907075,Elena,,Le Sud-Ouest,45.44876,-73.59437,Entire home/apt,140,31,1,8/9/15,0.01,1,167,0,
6909562,Apartment in the Heart of Montreal S0209,13826429,Maya,,Saint-Laurent,45.51731,-73.65641,Entire home/apt,63,32,2,12/12/22,0.08,16,365,0,
6956661,Le Montréal que j'aime,36474203,Louis,,Rosemont-La Petite-Patrie,45.54104,-73.60706,Entire home/apt,60,25,4,8/13/19,0.04,1,44,0,"314234, expires: 2024-06-19"
7026202,Bright yellow studio,22299469,Louise,,Rosemont-La Petite-Patrie,45.54316,-73.58834,Entire home/apt,40,32,31,5/1/23,0.29,4,146,1,
7043845,Mile-End/Plateau boutique apartment with backyard,2303079,Good Living,,Le Plateau-Mont-Royal,45.52782,-73.59218,Entire home/apt,91,31,274,7/28/23,2.58,2,39,2,
7044267,Quiet & clean Plateau Mont-Royal Studio 11,6312297,Katherine,,Le Plateau-Mont-Royal,45.5271,-73.57466,Entire home/apt,52,32,12,4/23/23,0.13,14,329,1,
7054114,Urban Oasis house,11737975,Catherine,,Mercier-Hochelaga-Maisonneuve,45.57343,-73.54337,Entire home/apt,100,3,53,3/18/24,0.87,1,240,46,"312901, expires: 2024-04-30"
7056058,Zen Garden in Ahuntsic - Causy Private Room,37008213,Lydiane,,Ahuntsic-Cartierville,45.55382,-73.65393,Private room,41,31,46,9/19/22,0.49,2,365,0,
7070701,Bright condo near downtown Montreal Ref# 302843,15863625,Caroline,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46712,-73.6108,Entire home/apt,195,2,91,3/10/24,0.86,1,109,18,"302843, expires: 2024-10-31T15:51:59Z"
7098676,New 2bdr charming bright apartment,37206057,Kristina,,Le Sud-Ouest,45.47884,-73.56353,Entire home/apt,120,31,98,11/13/22,0.93,1,247,0,
7132579,Montreal family getaway,16441080,Well,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50572,-73.63196,Entire home/apt,110,31,20,1/14/22,0.2,8,365,0,
7135191,Great Mile-End Apartment!,3345978,Mathieu,,Le Plateau-Mont-Royal,45.52027,-73.59875,Entire home/apt,100,60,10,10/6/23,0.1,3,295,2,
7147902,Private room in an upper duplex,9817244,Isabella,,Villeray-Saint-Michel-Parc-Extension,45.57481,-73.63047,Private room,56,1,71,10/29/23,0.76,1,145,33,"313709, expires: 2024-05-22"
7174449,A room in a homely home,37578798,Camila,,Verdun,45.45566,-73.54937,Private room,55,31,20,9/1/23,0.2,2,139,2,
7181625,Authentic Loft near Square Victoria,32140180,Claudia,,Ville-Marie,45.50312,-73.56344,Entire home/apt,95,31,95,2/1/24,0.9,1,217,5,
7194353,Quite unique condo in lower Plateau,1617641,Vadney,,Le Plateau-Mont-Royal,45.51501,-73.57471,Entire home/apt,250,31,0,,,1,120,0,
7216726,"Beautiful, historic, downtown house",37570215,Susie,,Le Plateau-Mont-Royal,45.5126,-73.57485,Entire home/apt,214,3,238,3/18/24,2.26,1,68,44,"307726, expires: 2024-12-01T00:00:00Z"
7245319,Quiet and clean in Plateau Studio 11,6312297,Katherine,,Le Plateau-Mont-Royal,45.52716,-73.57465,Entire home/apt,52,32,16,12/20/23,0.15,14,365,1,
7246678,Quiet & clean in Plateau-Mont-Royal studio,6312297,Katherine,,Le Plateau-Mont-Royal,45.5271,-73.57466,Entire home/apt,52,32,14,12/8/23,0.14,14,365,1,
7292089,Nice Condo in heart of Montreal !,2127268,Francois,,Rosemont-La Petite-Patrie,45.53982,-73.58936,Private room,289,365,7,9/6/16,0.07,1,365,0,
7301246,Designer Hotel-Loft in Old MTL,11206990,Sam,,Ville-Marie,45.50363,-73.55745,Entire home/apt,140,1,334,3/15/24,3.16,8,311,54,"315417, expires: 2024-09-07T21:18:22Z"
7302354,A beautiful large room in a beautiful house,38250611,Gilly,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49775,-73.63708,Private room,30,31,0,,,6,80,0,
7309028,Charming 2 bedrooms condo downtown,28812929,Tarek,,Ville-Marie,45.52741,-73.54915,Entire home/apt,135,31,33,9/1/23,0.31,1,62,1,
7310368,Cozy basement in historic site,10843737,Citlali And Family,,LaSalle,45.43049,-73.66345,Entire home/apt,69,7,166,3/15/24,1.77,1,68,27,"302837, expires: 2024-09-30"
7359515,Beautiful Studio Downtown Montreal,38555003,Trylon,,Le Plateau-Mont-Royal,45.51122,-73.57307,Entire home/apt,36,33,7,12/18/21,0.07,6,81,0,
7369138,WOW HUGE&MODERN FOR 5 IN DOWNTOWN MONTREAL VILLAGE,3403736,Murielle,,Ville-Marie,45.51908,-73.55773,Entire home/apt,125,31,123,8/7/23,1.26,1,364,6,
7395846,403 - 2 Bedroom condo with indoor parking,387422,Service,,Ville-Marie,45.51199,-73.55092,Entire home/apt,120,90,0,,,14,280,0,
7402853,"Mile-end South, Plateau, Metro Mont Royal, 2 br GF",38789396,Helo Et Franck,,Le Plateau-Mont-Royal,45.52393,-73.58303,Entire home/apt,110,31,88,1/9/24,0.84,1,48,5,
7434450,Nice room in front of the park,3830576,Evelyne,,Ahuntsic-Cartierville,45.55761,-73.66219,Private room,50,31,213,3/14/24,2.03,1,187,45,"311367, expires: 2024-11-30"
7478402,Spacious Studio in NDG,39159881,Lizzy,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4757,-73.63015,Entire home/apt,115,2,142,2/18/24,1.36,7,106,26,"308210, expires: 2024-12-31"
7518154,Belle grande chambre dans maison privée,1327466,Marie Gyby,,Ahuntsic-Cartierville,45.53053,-73.70268,Private room,48,31,26,8/6/23,0.25,3,262,1,
7580556,Agreable & Confortable Appartement,5790602,Andres,,Rosemont-La Petite-Patrie,45.57283958,-73.5729086,Entire home/apt,100,2,21,2/19/24,1.57,1,298,18,"312700, expires: 2024-07-27T22:05:18Z"
7583134,Quiet and Clean in Plateau Mont-Royal Studio,6312297,Katherine,,Le Plateau-Mont-Royal,45.5271,-73.57466,Entire home/apt,52,32,15,11/19/23,0.14,14,274,2,
7618513,Michel et Nicole CITQ N: 287980+ Parking privé,39955896,Michel Et Nicole,,Mercier-Hochelaga-Maisonneuve,45.56992,-73.52616,Entire home/apt,127,2,440,3/10/24,4.19,1,217,53,"287980, expires: 2024-10-31"
7650803,1 brm apartment oasis in Ahuntsic furnished,1803138,MFS - Maria,,Ahuntsic-Cartierville,45.54237,-73.64542,Entire home/apt,70,32,4,11/11/23,0.04,1,80,2,
7651945,Superbe appartement Montreal,4146799,Louis-Philippe,,Ville-Marie,45.519,-73.56564,Entire home/apt,140,31,22,3/13/20,0.24,1,50,0,
7698799,Your 3BDR refuge in Montreal -no 302655,40436918,Rodica,,Mercier-Hochelaga-Maisonneuve,45.57649,-73.55099,Entire home/apt,150,5,94,7/14/23,0.9,1,208,2,"302655, expires: 2024-09-30"
7709142,"Casa Italiana, large room, bright, 2 beds MPD2",40497800,Lorenzo,,LaSalle,45.42668,-73.60452,Private room,40,31,12,9/4/22,0.24,4,365,0,
7727076,Montreal Modern Detached Home!,40601106,Maxime,,Côte-Saint-Luc,45.47585,-73.66134,Entire home/apt,43,31,23,11/16/23,0.22,1,60,2,
7728307,Corporate Stays | Le Shaughn | Stylish 1BR,38459934,Corporate Stays,,Ville-Marie,45.49086,-73.57729,Entire home/apt,168,31,9,8/31/20,0.09,102,79,0,
7775667,"Exceptional!  Modern, high class with Breakfast!",40904499,"Reg, Family&Co.",,Hampstead,45.48491,-73.64265,Entire home/apt,246,31,119,11/4/23,1.14,1,364,14,"309495, expires: 2024-04-30"
7775898,Cozy Montreal Apartment with Terrasse,10994988,Lam,,Rosemont-La Petite-Patrie,45.55125,-73.58159,Entire home/apt,60,150,9,12/19/21,0.11,1,235,0,
7842840,Le2662 : Beau studio à 2 pas du métro Pie IX,26240685,Julien,,Mercier-Hochelaga-Maisonneuve,45.55338,-73.55087,Entire home/apt,200,5,16,11/14/19,0.16,1,23,0,"286904, expires: 2024-09-30"
7881913,Central Quiet and Cozy Home,19347399,Stefanie,,Le Sud-Ouest,45.47828857,-73.56284894,Entire home/apt,450,2,0,,,1,171,0,"312823, expires: 2024-04-17"
7885520,Historic building apartment in central location,5554311,Naoufel,,Ville-Marie,45.52131,-73.55904,Entire home/apt,50,31,9,1/28/24,0.12,1,173,1,
7936491,Huge Central Retreat,41850801,Dom,,Le Sud-Ouest,45.48538,-73.57581,Entire home/apt,300,32,47,8/10/23,0.45,1,139,2,
7936526,Modern and comfortable appt - Plateau Mont Royal,442223310,BESTBNB Conciergerie,,Le Plateau-Mont-Royal,45.52024,-73.57971,Entire home/apt,107,31,190,8/30/22,2.61,6,365,0,
8053698,Grande et belle chambre avec walk-in,42533465,Sib & Chris,,Verdun,45.46231,-73.56551,Private room,60,31,31,2/26/24,0.33,2,349,5,
8226033,Bel oasis près du Canal Lachine,27495595,Maude,,Lachine,45.43582211,-73.67157515,Entire home/apt,137,31,0,,,1,100,0,
8249642,Nice apartment fully equiped,43505077,Mestapha,,Le Sud-Ouest,45.45071,-73.5923,Entire home/apt,90,32,18,4/23/23,0.18,1,235,1,
8277047,5 1/2 à louer Plateau Mont-Royal,42160149,Martine,,Le Plateau-Mont-Royal,45.53171,-73.56582,Entire home/apt,120,31,111,12/5/23,1.08,1,292,3,
8327432,Le confort aux portes de la ville,17265783,Mathieu&Martin,,Ville-Marie,45.52827,-73.55739,Entire home/apt,68,60,9,3/13/24,0.09,2,97,4,
8341614,comfy one bedroom apartment MIN one month stay,6279531,Magenka,,Saint-Laurent,45.49633,-73.68381,Entire home/apt,68,32,52,9/30/23,0.5,1,265,2,
8353975,"Long stay - 2 bdr + big lvr, wifi, 4mn to metro",43682980,Sonia Et Thomas,,Villeray-Saint-Michel-Parc-Extension,45.55205,-73.60656,Entire home/apt,45,31,61,6/30/23,0.59,1,53,2,
8355810,Large room with 'en suite' bathroom and 2 bicycles,7223348,Jason,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49169,-73.62956,Private room,38,32,22,1/31/23,0.22,9,158,0,
8459268,Brand new apt  on Crescent street,36297157,Guoying,,Ville-Marie,45.49853,-73.57517,Entire home/apt,198,180,52,1/14/18,0.5,1,179,0,
8545669,SOSHE 404 - adj. MUHC- Glen Campus,3299104,Franca,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47342,-73.60804,Entire home/apt,40,90,10,11/30/16,0.1,10,264,0,
8615073,"HIGH QUALITY, MONTREAL , LOW COST , BEST VALUE.",7250257,Stewie,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47201,-73.64476,Entire home/apt,1300,32,29,8/2/23,0.28,17,116,1,
8615301,Cozy home 15 sec walk from Vendome,18587259,Rashad,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47492,-73.60552,Entire home/apt,70,31,127,11/27/23,1.24,1,364,4,
8656505,Studio Logan -,45490921,Daniel,,Ville-Marie,45.52017,-73.55778,Entire home/apt,88,60,36,9/30/23,0.35,1,152,2,
8689315,10 min & Less Walk to Most of Verdun Guaranteed,2657524,Sunny,,Verdun,45.45838429,-73.56750378,Entire home/apt,82,4,135,2/19/24,1.74,6,283,20,"296323, expires: 2024-07-31"
8760268,Studio au cœur de St-Henri,22480535,Amélie,,Le Sud-Ouest,45.47136,-73.58603,Entire home/apt,85,31,21,2/2/24,0.29,2,81,6,
8964227,Cozy 2 BED suite in heart of Downtown Montreal,26736977,Eda,,Ville-Marie,45.49592,-73.5829,Entire home/apt,149,32,6,8/29/18,0.06,1,270,0,
8990841,Huge modern waterfront residence !,75212378,Maude Et Pascal,,L'Île-Bizard-Sainte-Geneviève,45.4761,-73.87535,Entire home/apt,265,32,12,3/1/24,0.12,1,0,3,
8990949,THE Montreal crash pad,46965680,Damian,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46196,-73.64159,Private room,74,32,0,,,1,275,0,
9193560,Calm +comfort close to Downtown/Plateau/Mt-Royal,2380079,Joëlle,,Le Plateau-Mont-Royal,45.50953,-73.57762,Private room,29,31,57,2/17/24,0.56,1,86,6,
9235345,Maison 3 étages dans Rosemont (métro d’Iberville),48002730,Emilie Et Arturo,,Villeray-Saint-Michel-Parc-Extension,45.55491,-73.59886,Entire home/apt,590,31,7,8/14/23,0.07,1,31,1,
9301794,Outremont / Mile-end Appartment,4102676,Gabrielle,,Le Plateau-Mont-Royal,45.51952,-73.59687,Entire home/apt,299,3,96,2/12/24,0.96,1,125,14,"313192, expires: 2024-05-17"
9339596,"Fantastic location, for families, professionals!",2411934,Ina,,Ville-Marie,45.49126,-73.56725,Entire home/apt,150,60,0,,,1,89,0,
9428385,"MTLVR #06 | Fully equipped 3BR, Family focused",24290215,Yann,,Le Plateau-Mont-Royal,45.5318,-73.57688,Entire home/apt,207,31,148,3/15/24,1.47,19,232,28,"292353, expires: 2025-02-28"
9448927,Luxurious Appartement in Downtown Montreal,47979504,Sandro,,Ville-Marie,45.49686,-73.57988,Entire home/apt,140,31,4,9/15/23,0.05,1,267,1,
9484988,Bel appartement près de tout!,45443269,Majorette,,Le Plateau-Mont-Royal,45.53766,-73.56893,Entire home/apt,75,31,7,11/16/23,0.08,1,235,3,
9495914,A pretty 3 and ½ apartment in Le Plateau,11798449,Sylvie,,Le Plateau-Mont-Royal,45.53468,-73.58579,Entire home/apt,90,31,156,12/9/23,1.54,2,199,1,
9499809,Linda's Way Victorian House Montreal,471001,Linda Michelle,,Ville-Marie,45.51135,-73.5605,Entire home/apt,495,2,172,3/17/24,1.71,1,323,28,"118510, expires: 2025-02-09"
9532490,"HIGH QUALITY, MONTREAL , LOW COST , BEST VALUE...",7250257,Stewie,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47318,-73.64515,Entire home/apt,1300,32,33,12/31/23,0.32,17,98,3,
9547823,"Grand Apt bien situé et proche de tout 
201",46218029,Sam,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.51179,-73.6273,Entire home/apt,91,31,24,7/8/22,0.3,3,177,0,
9613965,"DOWNTOWN VIP MONTREAL ,  GOOD VALUE ,GREAT DECOR I",7250257,Stewie,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47203,-73.64633,Entire home/apt,1500,32,73,7/2/23,0.72,17,159,2,
9623570,Quebec Heritage House (Griffintown),6178250,Michael,,Le Sud-Ouest,45.49369,-73.56161,Entire home/apt,643,1,152,2/11/24,1.58,8,267,22,"294243, expires: 2024-11-30"
9626469,'Petit Laurier' - in the *PLATEAU*,49792178,Jayson,,Le Plateau-Mont-Royal,45.53668,-73.58294,Entire home/apt,175,3,160,9/5/23,1.7,1,186,4,"309935, expires: 2024-04-30"
9674122,Stylish 2BR in The Plateau by LeQube,1761366,LeQube,,Le Plateau-Mont-Royal,45.52218628,-73.5740509,Entire home/apt,115,1,183,2/11/24,1.86,10,143,44,"293112, expires: 2024-03-31"
9705970,"Condo-Maison, 3CAC 2SDB, luxueux, centre ville MTL",49928805,Martin,,Le Plateau-Mont-Royal,45.52037,-73.56601,Entire home/apt,125,180,1,4/13/19,0.02,1,327,0,
9730516,PLATEAU-Close to  METRO and UNIVERSITIES,50211466,Maggaly,,Le Plateau-Mont-Royal,45.5245018,-73.58161926,Private room,298,31,43,12/5/23,0.45,4,357,3,
9750770,Modern 1BR in The Plateau by LeQube,1761366,LeQube,,Le Plateau-Mont-Royal,45.52225,-73.57424,Entire home/apt,104,1,106,2/17/24,1.05,10,179,37,"293112, expires: 2024-03-31"
9751756,Bright Studio in The Plateau by LeQube,1761366,LeQube,,Le Plateau-Mont-Royal,45.522278,-73.574219,Entire home/apt,110,1,141,2/27/24,1.4,10,175,42,"293112, expires: 2024-03-31"
9752238,Bright Studio in Montreal By LeQube,1761366,LeQube,,Le Plateau-Mont-Royal,45.522278,-73.574219,Entire home/apt,108,1,178,3/1/24,1.83,10,174,40,"293112, expires: 2024-03-31"
9752458,Slick Studio in The Plateau by LeQube,1761366,LeQube,,Le Plateau-Mont-Royal,45.52228,-73.57422,Entire home/apt,111,1,123,3/4/24,1.25,10,182,41,"293112, expires: 2024-03-31"
9752792,Sleek Studio in the Plateau by LeQube,1761366,LeQube,,Le Plateau-Mont-Royal,45.52228,-73.57422,Entire home/apt,108,1,106,3/15/24,1.06,10,175,32,"293112, expires: 2024-03-31"
9772086,"Plateau cozy room, mountain view CITQ #311745",5910057,Alison,,Le Plateau-Mont-Royal,45.52022,-73.57932,Private room,49,31,136,1/29/24,1.44,1,143,40,"311745, expires: 2025-01-09"
9807529,Upscale Room in Montreal by LeQube,1761366,LeQube,,Le Plateau-Mont-Royal,45.52228,-73.57422,Entire home/apt,111,1,155,3/2/24,1.6,10,128,32,"293112, expires: 2024-03-31"
9860116,"Bright and sunny bedroom, 7 minute walk from metro",5707748,Juliette,,Ahuntsic-Cartierville,45.54724,-73.64578,Private room,90,1,141,10/29/23,1.41,2,282,21,"314362, expires: 2024-06-28"
9877649,"Centre ville de Montréal, 12218",15736663,Myriam,,Ville-Marie,45.51685,-73.55541,Entire home/apt,118,31,3,8/7/23,0.05,13,308,1,
9918614,Located in the heart of Montreal !,4462156,Florence Et France,,Ville-Marie,45.52154,-73.55915,Entire home/apt,100,119,20,12/24/19,0.21,8,364,0,
10014419,"Maison Tamtam 
(CITQ #: 309507)",12837837,Samuel,,Villeray-Saint-Michel-Parc-Extension,45.52595,-73.62504,Entire home/apt,163,3,45,1/2/24,2.72,1,260,42,"309507, expires: 2024-03-31"
10019460,Nomad in Hochelaga,11147519,Catherine,,Mercier-Hochelaga-Maisonneuve,45.54177,-73.5402,Entire home/apt,130,31,2,1/25/19,0.02,1,89,0,
10095245,Beautiful Loft,51804732,Assal,,Ville-Marie,45.50234,-73.56463,Entire home/apt,175,31,0,,,1,83,0,
10105366,Belle chambre tout inclus,42533465,Sib & Chris,,Verdun,45.46244,-73.56551,Private room,70,31,22,12/23/22,0.23,2,82,0,
10124234,La Bohème | Work Desk & Wi-Fi | Metro Station 5min,45855740,Anne,,Villeray-Saint-Michel-Parc-Extension,45.54067,-73.62286,Entire home/apt,129,32,147,3/2/24,1.47,1,118,7,
10124328,"Loft-style studio ""Le Microclimat""",51954898,Audrey,,Rosemont-La Petite-Patrie,45.55312,-73.59492,Entire home/apt,74,31,103,10/27/23,1.11,2,226,4,
10135845,Quiet Urban Oasis downtown Montreal,25646950,Eric,,Ville-Marie,45.51394,-73.56696,Entire home/apt,83,180,7,11/4/16,0.07,10,275,0,
10177741,Home Sweet Home,51512821,Miri,,Pierrefonds-Roxboro,45.50582,-73.81685,Entire home/apt,145,31,16,1/31/23,0.82,1,242,0,
10288628,"Plaza10 - BBQ, XL Terrace, FirePit, restos & shops",51144331,Norman G,,Rosemont-La Petite-Patrie,45.538226,-73.606543,Entire home/apt,200,2,91,3/17/24,2.22,2,295,28,"296619, expires: 2024-08-31"
10324744,Logement lumineux - Rosemont ( Parc Molson),5707549,Véronique,,Rosemont-La Petite-Patrie,45.55042825,-73.59067109,Entire home/apt,65,31,2,10/28/23,0.17,1,213,2,
10340183,Monkland village appartement,53212163,Véronique,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47258,-73.61702,Entire home/apt,146,1,437,3/18/24,4.4,1,61,70,"301530, expires: 2024-05-31"
10432590,Sunny 4 1/2 in Villeray. 15 min from Downtown,53690403,Dominique,,Villeray-Saint-Michel-Parc-Extension,45.54408661,-73.62639061,Entire home/apt,184,31,0,,,2,364,0,
10469557,Experience luxury - Amazing location - pking incl.,2676852,Luc,,Le Plateau-Mont-Royal,45.53288,-73.58239,Entire home/apt,423,3,221,2/19/24,2.5,7,243,39,"304204, expires: 2024-03-31"
10498422,"Downtown, Beautiful, Unique, spacious and sunny",54123735,Louis,,Ville-Marie,45.49388,-73.5834,Entire home/apt,150,32,11,1/16/24,0.11,1,298,4,
10501253,Super cosy 4 pieces fully equipped on the Plateau,17263237,Kim,,Le Plateau-Mont-Royal,45.51646,-73.57201,Entire home/apt,89,1,635,3/19/24,6.69,1,46,114,"294434, expires: 2024-07-31"
10655713,Cozy room with access to beautiful veranda,31822751,Yuan,,Saint-Laurent,45.51335134,-73.66135044,Private room,35,32,18,11/12/22,0.19,7,365,0,
10691088,Luxury Downtown high floor AmazingView Bell Centre,55233753,Burhan,,Ville-Marie,45.49724,-73.56974,Entire home/apt,14,32,14,2/29/24,0.24,2,345,2,
10719890,Une chambre privée sur le Plateau Mont-Royal,219279144,Gloria,,Le Plateau-Mont-Royal,45.53192,-73.57933,Private room,60,4,25,2/29/24,0.83,1,132,7,"311761, expires: 2025-01-15"
10994919,"Appt 1100 sf / location, near services,",57049518,Abdelkader,,Saint-Laurent,45.5112,-73.67754,Private room,140,31,47,6/21/23,0.49,1,364,2,
11070741,Lovely Semi-Basement Flat in Montreal's Heart,7597963,Gaiane,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48756,-73.62667,Entire home/apt,125,2,24,12/2/23,1.27,1,147,6,"314136, expires: 2024-06-12"
11083919,Long term*great location*350m subway station (f),154735,Isabelle,,Rosemont-La Petite-Patrie,45.53404,-73.59686,Entire home/apt,78,32,7,12/23/23,0.1,8,234,2,
11124712,Grand appartement dans le Mile-End,16278760,Guylaine,,Le Plateau-Mont-Royal,45.52361,-73.60296,Entire home/apt,150,31,2,7/30/23,0.02,1,106,1,
11270384,Amazing Ground Floor with Patio -  95% Walk Score!,57761284,Bernhard And Frederique,,Le Plateau-Mont-Royal,45.52373,-73.57912,Entire home/apt,457,1,276,3/10/24,2.89,6,261,54,"291885, expires: 2025-02-28"
11279075,Central Location - Large Terrace - 95% Walk Score!,57761284,Bernhard And Frederique,,Le Plateau-Mont-Royal,45.52374,-73.58122,Entire home/apt,378,1,234,3/17/24,2.45,6,259,52,"291885, expires: 2025-02-28"
11279304,Top Floor - Huge Sunny Terrace - 95% Walk Score!,57761284,Bernhard And Frederique,,Le Plateau-Mont-Royal,45.52201,-73.5792,Entire home/apt,366,1,223,3/13/24,2.31,6,246,50,"291885, expires: 2025-02-28"
11300139,Cozy appartment to rent for 1 year!,59054280,Mélanie,,Verdun,45.44384,-73.58006,Entire home/apt,40,325,0,,,1,364,0,
11343641,"Bright bedroom, private bathroom. Downtown Mtl",59384754,Katie,,Ville-Marie,45.51225,-73.56079,Private room,85,31,32,10/31/23,0.33,1,90,1,
11413241,Charming and perfect for family in a lively area,11154804,Philippe & Sandrine,,Rosemont-La Petite-Patrie,45.55427,-73.58346,Entire home/apt,150,6,9,8/7/23,0.1,5,10,3,"312736, expires: 2024-04-13"
11583915,Well Located Cozy Plateau Apt,27281445,Tia,,Le Plateau-Mont-Royal,45.52759,-73.59137,Entire home/apt,350,31,19,8/19/19,0.19,1,133,0,
11587559,"Renovated April 2022, downtown, 1br, Berri station",3227599,Geneviève,,Ville-Marie,45.52,-73.56235,Entire home/apt,51,31,236,3/9/24,2.49,2,187,8,
11594641,JEWEL- Modern&Cachet- Best Location,33242683,Catherine Marie-Claude,,Ville-Marie,45.51108,-73.5623,Entire home/apt,653,31,37,7/12/20,0.39,11,365,0,
11609689,"Downtown, quiet and private, renovated",3227599,Geneviève,,Ville-Marie,45.52015,-73.56388,Entire home/apt,52,31,203,1/31/24,2.16,2,66,5,
11637966,New Condo with Piano beside Olympic Stadium,23399629,Grace,,Mercier-Hochelaga-Maisonneuve,45.5548,-73.54878,Entire home/apt,88,360,13,6/30/21,0.13,1,364,0,
11651385,Water front apartment in city of Montreal,61802690,Chen,,Lachine,45.43384645,-73.67859551,Entire home/apt,93,2,253,2/26/24,2.62,1,0,57,"301845, expires: 2024-06-30"
11698106,Downtown Montreal - Tour des Canadiens,62166910,Jean-Grégoire,,Ville-Marie,45.49625,-73.57169,Entire home/apt,100,31,25,1/19/24,0.27,2,260,4,
11698437,Big cozy house 5BR close to DT,62169679,Evgeny,,Le Sud-Ouest,45.4646,-73.593,Entire home/apt,319,31,250,3/4/24,2.6,3,340,31,"296126, expires: 2024-07-31"
11712825,LE CONDO LAJEUNESSE (next to metro station),24484839,Noeung,,Ahuntsic-Cartierville,45.5517,-73.65948,Entire home/apt,86,2,254,2/26/24,2.63,3,112,45,"298953, expires: 2025-01-31"
11734929,Cozy French Studio,62420054,June,,Le Plateau-Mont-Royal,45.53476,-73.58537,Private room,105,31,51,6/4/22,0.61,1,304,0,
11806368,Chic Luxury Downtown Condo with Pool & Garage !,45643240,Chrissy,,Ville-Marie,45.5059,-73.56823,Entire home/apt,205,31,23,7/29/19,0.24,7,365,0,
11809503,"Urban Vintage, for 2 pers, GREAT location (h)",154735,Isabelle,,Rosemont-La Petite-Patrie,45.53402,-73.59689,Entire home/apt,135,32,20,9/16/23,0.23,8,295,1,
11812604,"BREATHTAKING LUXURY CONDO-GARAGE,BALCONY,AMENITIES",45643240,Chrissy,,Ville-Marie,45.49461,-73.56755,Entire home/apt,222,31,23,6/9/19,0.24,7,180,0,
11829886,SEXY DOWNTOWN LUXURY CONDO WITH GARAGE & AMENITIES,45643240,Chrissy,,Ville-Marie,45.50578,-73.56618,Entire home/apt,185,31,53,1/1/18,0.55,7,365,0,
11931262,STUNNING URBAN LOFT-GREAT AMENITIES & ROOFTOP POOL,45643240,Chrissy,,Le Sud-Ouest,45.48275,-73.58199,Entire home/apt,178,31,47,9/22/19,0.49,7,365,0,
11944181,Perfect ROOM in the Plateau.,29298651,Miki,,Le Plateau-Mont-Royal,45.52566,-73.58216,Private room,76,1,298,3/13/24,3.21,1,140,57,"294792, expires: 2024-12-18"
12073416,Plateau Mont-Royal's charm - central and cozy,6511426,Cristina,,Le Plateau-Mont-Royal,45.52857,-73.57397,Entire home/apt,160,5,55,11/3/23,0.58,1,101,3,"300242, expires: 2025-01-18"
12123570,Appart balcon+parking gratuit- PlateauCITQ-221665,39653,Miozoti,,Le Plateau-Mont-Royal,45.53051,-73.56773,Entire home/apt,177,1,63,11/20/23,0.66,4,239,24,"221665, expires: 2025-02-28"
12124494,APPART+BALCONY+ FREE PARKING LE PLATEAU,39653,Miozoti,,Le Plateau-Mont-Royal,45.53056,-73.56768,Entire home/apt,145,1,28,3/17/24,0.35,4,223,9,"221665, expires: 2025-02-28"
12127911,Bright and quiet in the heart of Mile End!,56715805,Alexis,,Le Plateau-Mont-Royal,45.51914,-73.59197,Entire home/apt,230,40,7,8/24/22,0.08,1,61,0,
12187792,Jolie appart dans La Petite Patrie,22721558,Oleksandra,,Rosemont-La Petite-Patrie,45.54306,-73.60615,Entire home/apt,116,31,149,1/2/24,1.54,2,303,2,
12231211,Montreal Luxurious Lower Duplex,6636278,Helda,,Hampstead,45.48276335,-73.63892297,Entire home/apt,156,32,1,10/16/22,0.06,1,363,0,
12234465,House in a quiet neighborhood (rooms),42590348,Gricha,,Baie-d'Urfé,45.41391317,-73.91662683,Private room,566,1,22,1/2/24,1.09,2,142,16,"310235, expires: 2024-05-31"
12256183,Impossibly Cool Downtown Flat,15935760,Erol & Jay,,Le Plateau-Mont-Royal,45.50793,-73.57248,Entire home/apt,87,1,264,3/17/24,2.73,24,68,30,"294006, expires: 2024-03-31"
12343679,BRAND NEW STUDIO DOWNTOWN MONTREAL,63233237,Mayer,,Ville-Marie,45.51073,-73.56893,Entire home/apt,110,185,22,4/29/17,0.24,1,365,0,
12405297,Lovely Thai themed / Brand New Everything,52434694,Francesco,,LaSalle,45.44078,-73.62709,Entire home/apt,175,31,11,8/24/22,0.47,1,179,0,
